Straßennummer,Straßenname,Ortsbezirk,Stadtteil Name,Stadtbezirk,Stadtbezirksvorst,Schiedsleutebezirk,Sozialrathaus Name,Polizeirevier,Postleitzahl,Address,Latitude,Longitude,class,type,Strassenname,survey,imagelink
3595,Robert-Schnitzer-Straße,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,65929,Robert-Schnitzer-Straße 65929 Frankfurt,50.0914965,8.5527102,highway,way,Robert-Schnitzer-Strasse,1,Robert-Schnitzer-Strasse_65929.jpeg
424,Biedenkopfer Weg,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Biedenkopfer Weg 60489 Frankfurt,50.121972,8.6060335,highway,way,Biedenkopfer Weg,1,Biedenkopfer Weg_60489.jpeg
2120,Scherbiusstraße,2,Bockenheim,163,2.15,2,Bockenheim,13.0,60486,Scherbiusstraße 60486 Frankfurt,50.1148301,8.6304112,highway,way,Scherbiusstrasse,1,Scherbiusstrasse_60486.jpeg
955,Goetheplatz,1,Innenstadt,50,1.02,1,Ost,1.0,60311,Goetheplatz 60311 Frankfurt,50.1129001,8.6761595,highway,way,Goetheplatz,1,Goetheplatz_60311.jpeg
1287,Im Wörth,9,Eschersheim,451,9.65,9,Dornbusch,12.0,60433,Im Wörth 60433 Frankfurt,50.1578439,8.6584267,highway,way,Im Woerth,1,Im Woerth_60433.jpeg
1045,Häuser Gasse,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60487,Häuser Gasse 60487 Frankfurt,50.1242915,8.6354369,highway,way,Haeuser Gasse,1,Haeuser Gasse_60487.jpeg
620,Darmstädter Landstraße,5,Sachsenhausen-N.,331,5.31,5A,Sachsenhausen,8.0,60594,Darmstädter Landstraße 60594 Frankfurt,50.1027141,8.6905827,highway,way,Darmstaedter Landstrasse,1,Darmstaedter Landstrasse_60594.jpeg
1517,Kurfürstenplatz,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60486,Kurfürstenplatz 60486 Frankfurt,50.120881,8.64246151304501,leisure,way,Kurfuerstenplatz,1,Kurfuerstenplatz_60486.jpeg
2386,Unter den Buchen,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Unter den Buchen 60596 Frankfurt,50.0902754,8.6712534,highway,way,Unter den Buchen,1,Unter den Buchen_60596.jpeg
2043,Roßbachstraße,7,Hausen,410,7.58,7,Bockenheim,11.0,60488,Roßbachstraße 60488 Frankfurt,50.1328152,8.6240768,highway,way,Rossbachstrasse,1,Rossbachstrasse_60488.jpeg
6,Adam-Opel-Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Adam-Opel-Straße 60386 Frankfurt,50.1244892,8.7573191,highway,way,Adam-Opel-Strasse,1,Adam-Opel-Strasse_60386.jpeg
151,Am Mühlgarten,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Am Mühlgarten 60431 Frankfurt,50.1455388,8.651041,highway,way,Am Muehlgarten,1,Am Muehlgarten_60431.jpeg
724,Eltviller Straße,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Eltviller Straße 65936 Frankfurt,50.1117481,8.5530828,highway,way,Eltviller Strasse,1,Eltviller Strasse_65936.jpeg
2320,Sudermannstraße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Sudermannstraße 60431 Frankfurt,50.1404742,8.657152,highway,way,Sudermannstrasse,1,Sudermannstrasse_60431.jpeg
1363,Carl-Benz-Straße,11,Fechenheim,510,11.77,11,Ost,5.0,60314,Carl-Benz-Straße 60314 Frankfurt,50.1223213,8.747434,highway,way,Carl-Benz-Strasse,1,Carl-Benz-Strasse_60314.jpeg
1930,Philippsruher Straße,4,Ostend,261,4.27,4,Ost,5.0,60314,Philippsruher Straße 60314 Frankfurt,50.1144877,8.7068605,highway,way,Philippsruher Strasse,1,Philippsruher Strasse_60314.jpeg
2712,An der Pfarrwiese,14,Harheim,660,14.81,14,Nord,14.0,60437,An der Pfarrwiese 60437 Frankfurt,50.1812133,8.6934318,highway,way,An der Pfarrwiese,1,An der Pfarrwiese_60437.jpeg
1565,Leo-Gans-Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Leo-Gans-Straße 60386 Frankfurt,50.124292,8.7618315,amenity,node,Leo-Gans-Strasse,1,Leo-Gans-Strasse_60386.jpeg
684,Eckenheimer Landstraße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Eckenheimer Landstraße 60435 Frankfurt,50.1466145,8.6826451,highway,way,Eckenheimer Landstrasse,1,Eckenheimer Landstrasse_60435.jpeg
3545,Riedbergplatz,12,Kalbach-Riedberg,651,12.79,12,Nord,14.0,60438,Riedbergplatz 60438 Frankfurt,50.17660215,8.628989675896602,highway,relation,Riedbergplatz,1,Riedbergplatz_60438.jpeg
1492,Kransberger Weg,8,Praunheim,426,8.62,7,Nord,14.0,60439,Kransberger Weg 60439 Frankfurt,50.15631,8.6279422,highway,way,Kransberger Weg,1,Kransberger Weg_60439.jpeg
809,Fleischergasse,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60487,Fleischergasse 60487 Frankfurt,50.1238993,8.6381276,highway,way,Fleischergasse,1,Fleischergasse_60487.jpeg
711,Elbinger Straße,7,Bockenheim,343,7.57,2,Bockenheim,11.0,60487,Elbinger Straße 60487 Frankfurt,50.1256689,8.6268472,highway,way,Elbinger Strasse,1,Elbinger Strasse_60487.jpeg
1718,Merziger Weg,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Merziger Weg 60529 Frankfurt,50.0834691,8.5718368,highway,way,Merziger Weg,1,Merziger Weg_60529.jpeg
1761,Muthesiusweg,7,Praunheim,422,7.59,7,Bockenheim,14.0,60488,Muthesiusweg 60488 Frankfurt,50.1440951,8.6075203,highway,way,Muthesiusweg,1,Muthesiusweg_60488.jpeg
3361,Am Alten Volkshaus,11,Riederwald,262,11.76,11,Ost,18.0,60386,Am Alten Volkshaus 60386 Frankfurt,50.1287744,8.7310033,highway,way,Am Alten Volkshaus,1,Am Alten Volkshaus_60386.jpeg
2926,Voltenseestraße,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Voltenseestraße 60388 Frankfurt,50.1438465,8.7435312,highway,way,Voltenseestrasse,1,Voltenseestrasse_60388.jpeg
991,Große Eschenheimer Straße,1,Innenstadt,50,1.02,1,Ost,1.0,60313,Große Eschenheimer Straße 60313 Frankfurt,50.1142072,8.679275,amenity,node,Grosse Eschenheimer Strasse,1,Grosse Eschenheimer Strasse_60313.jpeg
2669,Alt-Kalbach,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Alt-Kalbach 60437 Frankfurt,50.1891678,8.6348389,highway,way,Alt-Kalbach,1,Alt-Kalbach_60437.jpeg
700,Eichwaldstraße,3,Nordend-Ost,222,3.18,3,Ost,6.0,60389,Eichwaldstraße 60389 Frankfurt,50.1268567,8.7009379,highway,way,Eichwaldstrasse,1,Eichwaldstrasse_60389.jpeg
1518,Kurfürstenstraße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60486,Kurfürstenstraße 60486 Frankfurt,50.1197569,8.6408306,highway,way,Kurfuerstenstrasse,1,Kurfuerstenstrasse_60486.jpeg
3563,François-Mitterrand-Platz,1,Bahnhofsviertel,90,1.03,1,Gallus,4.0,60329,François-Mitterrand-Platz 60329 Frankfurt,50.1108549,8.665228266815621,place,way,François-Mitterrand-Platz,1,François-Mitterrand-Platz_60329.jpeg
2991,Niederurseler Landstraße,8,Niederursel,481,8.63,8,Nord,14.0,60439,Niederurseler Landstraße 60439 Frankfurt,50.1650842,8.627368,highway,way,Niederurseler Landstrasse,1,Niederurseler Landstrasse_60439.jpeg
1849,Oberweg,3,Nordend-West,120,3.21,3,Ost,3.0,60318,Oberweg 60318 Frankfurt,50.122252,8.6810645,amenity,node,Oberweg,1,Oberweg_60318.jpeg
1334,Juchostraße,4,Ostend,252,4.25,4,Ost,5.0,60385,Juchostraße 60385 Frankfurt,50.1195426,8.7149378,highway,way,Juchostrasse,1,Juchostrasse_60385.jpeg
3352,Wolfshohl,12,Kalbach-Riedberg,650,12.79,12,Nord,14.0,60437,Wolfshohl 60437 Frankfurt,50.1895833,8.6449954,highway,way,Wolfshohl,1,Wolfshohl_60437.jpeg
1640,Mahräckerstraße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Mahräckerstraße 60431 Frankfurt,50.1402895,8.6458377,highway,way,Mahraeckerstrasse,1,Mahraeckerstrasse_60431.jpeg
1675,Martin-Luther-Straße,3,Nordend-Ost,222,3.18,3,Ost,6.0,60389,Martin-Luther-Straße 60389 Frankfurt,50.1293629,8.6979894,highway,way,Martin-Luther-Strasse,1,Martin-Luther-Strasse_60389.jpeg
2790,Emser Brücke,2,Westend-Süd,170,2.11,2,Bockenheim,13.0,60486,Emser Brücke 60486 Frankfurt,50.1157757,8.6434469,highway,way,Emser Bruecke,1,Emser Bruecke_60486.jpeg
3546,Heinz-Saalig-Weg,11,Riederwald,262,11.76,11,Ost,18.0,60386,Heinz-Saalig-Weg 60386 Frankfurt,50.1307028,8.7373661,highway,way,Heinz-Saalig-Weg,1,Heinz-Saalig-Weg_60386.jpeg
786,Feldbergstraße,2,Westend-Süd,180,2.1,2,Bockenheim,3.0,60323,Feldbergstraße 60323 Frankfurt,50.1227053,8.6649072,highway,way,Feldbergstrasse,1,Feldbergstrasse_60323.jpeg
1528,Länderweg,5,Sachsenhausen-N.,331,5.31,5A,Sachsenhausen,8.0,60599,Länderweg 60599 Frankfurt,50.1024368,8.7021529,highway,way,Laenderweg,1,Laenderweg_60599.jpeg
3343,Martin-Henrich-Anlage,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Martin-Henrich-Anlage 60529 Frankfurt,50.0845327,8.575639425831588,leisure,way,Martin-Henrich-Anlage,1,Martin-Henrich-Anlage_60529.jpeg
1729,Mittelseestraße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Mittelseestraße 60386 Frankfurt,50.124459,8.7672562,highway,way,Mittelseestrasse,1,Mittelseestrasse_60386.jpeg
1899,Paul-Ehrlich-Straße,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Paul-Ehrlich-Straße 60596 Frankfurt,50.0965283,8.6670694,amenity,node,Paul-Ehrlich-Strasse,1,Paul-Ehrlich-Strasse_60596.jpeg
304,Augrabenweg,6,Unterliederbach,621,6.51,6C,Höchst,17.0,65929,Augrabenweg 65929 Frankfurt,50.112006,8.5320782,highway,way,Augrabenweg,1,Augrabenweg_65929.jpeg
934,Gerstweg,5,Sachsenhausen-S.,325,5.34,5A,Sachsenhausen,10.0,60528,Gerstweg 60528 Frankfurt,50.076437,8.660507,highway,way,Gerstweg,1,Gerstweg_60528.jpeg
1363,Carl-Benz-Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Carl-Benz-Straße 60386 Frankfurt,50.1179661,8.7585724,highway,way,Carl-Benz-Strasse,1,Carl-Benz-Strasse_60386.jpeg
1698,Max-Reger-Straße,5,Sachsenhausen-S.,325,5.34,5A,Sachsenhausen,10.0,60598,Max-Reger-Straße 60598 Frankfurt,50.0882639,8.6661864,highway,way,Max-Reger-Strasse,1,Max-Reger-Strasse_60598.jpeg
66,Alt-Nied,6,Nied,561,6.42,6A,Höchst,16.0,65934,Alt-Nied 65934 Frankfurt,50.0988889,8.5662778,highway,way,Alt-Nied,1,Alt-Nied_65934.jpeg
840,Frankensteiner Straße,5,Sachsenhausen-N.,300,5.31,5A,Sachsenhausen,8.0,60594,Frankensteiner Straße 60594 Frankfurt,50.1060664,8.6907385,highway,way,Frankensteiner Strasse,1,Frankensteiner Strasse_60594.jpeg
955,Goetheplatz,1,Innenstadt,50,1.02,1,Ost,1.0,60313,Goetheplatz 60313 Frankfurt,50.113008,8.6769515,amenity,node,Goetheplatz,1,Goetheplatz_60313.jpeg
1486,Koselstraße,3,Nordend-West,120,3.21,3,Ost,3.0,60318,Koselstraße 60318 Frankfurt,50.1234251,8.6915447,highway,way,Koselstrasse,1,Koselstrasse_60318.jpeg
2190,Schwanheimer Brücke,6,Nied,561,6.42,6A,Höchst,10.0,65934,Schwanheimer Brücke 65934 Frankfurt,50.0922072,8.5740556,highway,way,Schwanheimer Bruecke,1,Schwanheimer Bruecke_65934.jpeg
1127,Heinrich-Rößler-Straße,9,Dornbusch,462,9.69,9,Dornbusch,12.0,60433,Heinrich-Rößler-Straße 60433 Frankfurt,50.146787,8.6682844,highway,way,Heinrich-Roessler-Strasse,1,Heinrich-Roessler-Strasse_60433.jpeg
1385,Kastellstraße,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Kastellstraße 60439 Frankfurt,50.1574867,8.646052,highway,way,Kastellstrasse,1,Kastellstrasse_60439.jpeg
918,Gemündener Straße,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Gemündener Straße 60599 Frankfurt,50.0953357,8.6986026,highway,way,Gemuendener Strasse,1,Gemuendener Strasse_60599.jpeg
1507,Kronthaler Straße,1,Gallus,165,1.08,1,Gallus,4.0,60326,Kronthaler Straße 60326 Frankfurt,50.105418,8.6226076,highway,way,Kronthaler Strasse,1,Kronthaler Strasse_60326.jpeg
290,Auf dem Mühlberg,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Auf dem Mühlberg 60599 Frankfurt,50.0991686,8.7031925,highway,way,Auf dem Muehlberg,1,Auf dem Muehlberg_60599.jpeg
1760,Musikantenweg,3,Nordend-Ost,130,3.2,3,Ost,3.0,60316,Musikantenweg 60316 Frankfurt,50.1207667,8.6976783,highway,way,Musikantenweg,1,Musikantenweg_60316.jpeg
2626,Kilianstädter Straße,11,Fechenheim,510,11.77,11,Ost,18.0,60386,Kilianstädter Straße 60386 Frankfurt,50.1358987,8.7696528,highway,way,Kilianstaedter Strasse,1,Kilianstaedter Strasse_60386.jpeg
2575,Zum Pfarrturm,1,Altstadt,10,1.01,1,Ost,1.0,60311,Zum Pfarrturm 60311 Frankfurt,50.1097381,8.6851146,highway,way,Zum Pfarrturm,1,Zum Pfarrturm_60311.jpeg
1783,Heinrich-Limpert-Weg,5,Sachsenhausen-S.,332,5.29,5A,Sachsenhausen,8.0,60599,Heinrich-Limpert-Weg 60599 Frankfurt,50.0918636,8.6927755,highway,way,Heinrich-Limpert-Weg,1,Heinrich-Limpert-Weg_60599.jpeg
1728,Mithrasstraße,8,Heddernheim,432,8.62,8,Nord,14.0,60439,Mithrasstraße 60439 Frankfurt,50.1523206,8.633423,highway,way,Mithrasstrasse,1,Mithrasstrasse_60439.jpeg
441,Blankenburger Weg,6,Zeilsheim,611,6.49,6B,Höchst,17.0,65931,Blankenburger Weg 65931 Frankfurt,50.0919417,8.5007278,highway,way,Blankenburger Weg,1,Blankenburger Weg_65931.jpeg
1639,Lyoner Straße,5,Niederrad,373,5.36,5B,Sachsenhausen,10.0,60528,Lyoner Straße 60528 Frankfurt,50.0799637,8.6358223,highway,way,Lyoner Strasse,1,Lyoner Strasse_60528.jpeg
2022,Robert-Mayer-Straße,2,Westend-Süd,170,2.11,2,Bockenheim,13.0,60325,Robert-Mayer-Straße 60325 Frankfurt,50.1166868,8.6527361,highway,way,Robert-Mayer-Strasse,1,Robert-Mayer-Strasse_60325.jpeg
710,Elbestraße,1,Bahnhofsviertel,90,1.03,1,Gallus,4.0,60329,Elbestraße 60329 Frankfurt,50.1067551,8.669861,highway,way,Elbestrasse,1,Elbestrasse_60329.jpeg
375,Barckhausstraße,2,Westend-Süd,100,2.11,2,Bockenheim,13.0,60325,Barckhausstraße 60325 Frankfurt,50.1173747,8.6647297,highway,way,Barckhausstrasse,1,Barckhausstrasse_60325.jpeg
316,Autogenstraße,6,Griesheim,551,6.39,6A,Gallus,16.0,65933,Autogenstraße 65933 Frankfurt,50.0939714,8.6062069,highway,way,Autogenstrasse,1,Autogenstrasse_65933.jpeg
1491,Kranichsteiner Straße,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Kranichsteiner Straße 60598 Frankfurt,50.0992361,8.6900499,highway,way,Kranichsteiner Strasse,1,Kranichsteiner Strasse_60598.jpeg
509,Broßstraße,2,Bockenheim,362,2.12,2,Bockenheim,13.0,60487,Broßstraße 60487 Frankfurt,50.1286934,8.6484323,highway,way,Brossstrasse,1,Brossstrasse_60487.jpeg
2555,Zeilweg,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Zeilweg 60439 Frankfurt,50.1623123,8.6405513,highway,way,Zeilweg,1,Zeilweg_60439.jpeg
2423,Waidmannstraße,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Waidmannstraße 60596 Frankfurt,50.0949579,8.6700787,highway,way,Waidmannstrasse,1,Waidmannstrasse_60596.jpeg
207,Am Weimarfloß,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Am Weimarfloß 60431 Frankfurt,50.1460791,8.6508512,highway,way,Am Weimarfloss,1,Am Weimarfloss_60431.jpeg
494,Breitlacherstraße,7,Rödelheim,402,7.56,7,Bockenheim,11.0,60489,Breitlacherstraße 60489 Frankfurt,50.1221276,8.6070176,amenity,node,Breitlacherstrasse,1,Breitlacherstrasse_60489.jpeg
225,An den Weiden,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60433,An den Weiden 60433 Frankfurt,50.1555035,8.6598339,highway,way,An den Weiden,1,An den Weiden_60433.jpeg
1392,Kaulbachstraße,5,Sachsenhausen-N.,324,5.32,5A,Sachsenhausen,8.0,60594,Kaulbachstraße 60594 Frankfurt,50.099505,8.6826865,highway,way,Kaulbachstrasse,1,Kaulbachstrasse_60594.jpeg
433,Birkholzweg,9,Eschersheim,451,9.65,9,Dornbusch,12.0,60433,Birkholzweg 60433 Frankfurt,50.1651713,8.6592086,highway,way,Birkholzweg,1,Birkholzweg_60433.jpeg
2511,Wildenbruchstraße,9,Dornbusch,442,9.68,9,Dornbusch,12.0,60431,Wildenbruchstraße 60431 Frankfurt,50.1447176,8.6648515,highway,way,Wildenbruchstrasse,1,Wildenbruchstrasse_60431.jpeg
1288,Im Ziegelfeld,6,Nied,561,6.42,6A,Höchst,17.0,65934,Im Ziegelfeld 65934 Frankfurt,50.1020245,8.5619932,highway,way,Im Ziegelfeld,1,Im Ziegelfeld_65934.jpeg
3641,Nell-Breuning-Straße,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Nell-Breuning-Straße 60596 Frankfurt,50.097161,8.6793443,highway,way,Nell-Breuning-Strasse,1,Nell-Breuning-Strasse_60596.jpeg
862,Friedberger Platz,3,Nordend-West,120,3.21,3,Ost,3.0,60316,Friedberger Platz 60316 Frankfurt,50.12331605,8.692202862620872,leisure,way,Friedberger Platz,1,Friedberger Platz_60316.jpeg
1742,Moselstraße,1,Bahnhofsviertel,90,1.03,1,Gallus,4.0,60329,Moselstraße 60329 Frankfurt,50.1063068,8.6687086,amenity,node,Moselstrasse,1,Moselstrasse_60329.jpeg
3504,Über der Heiern,14,Harheim,660,14.81,14,Nord,14.0,60437,Über der Heiern 60437 Frankfurt,50.1880176,8.6951921,highway,way,ueber der Heiern,1,ueber der Heiern_60437.jpeg
754,Eschenbachstraße,5,Sachsenhausen-N.,322,5.33,5A,Sachsenhausen,8.0,60596,Eschenbachstraße 60596 Frankfurt,50.0951921,8.6680843,highway,way,Eschenbachstrasse,1,Eschenbachstrasse_60596.jpeg
1629,Ludwig-Tieck-Straße,9,Ginnheim,441,9.67,9,Nord,12.0,60431,Ludwig-Tieck-Straße 60431 Frankfurt,50.1503829,8.6553903,highway,way,Ludwig-Tieck-Strasse,1,Ludwig-Tieck-Strasse_60431.jpeg
1940,Poststraße,1,Gallus,152,1.06,1,Gallus,4.0,60329,Poststraße 60329 Frankfurt,50.1073105,8.6602918,amenity,node,Poststrasse,1,Poststrasse_60329.jpeg
1070,Hammarskjöldring,8,Niederursel,481,8.63,8,Nord,14.0,60439,Hammarskjöldring 60439 Frankfurt,50.1625409,8.6290849,amenity,node,Hammarskjoeldring,1,Hammarskjoeldring_60439.jpeg
1532,Lahnstraße,1,Gallus,153,1.05,1,Gallus,4.0,60326,Lahnstraße 60326 Frankfurt,50.1007841,8.6319488,highway,way,Lahnstrasse,1,Lahnstrasse_60326.jpeg
3363,Straße zur Internationalen Schule,6,Sindlingen,602,6.48,6B,Höchst,17.0,65931,Straße zur Internationalen Schule 65931 Frankfurt,50.0849614,8.5055885,highway,way,Strasse zur Internationalen Schule,1,Strasse zur Internationalen Schule_65931.jpeg
115,Am Graben,6,Schwanheim,531,6.38,6A,Sachsenhausen,10.0,60529,Am Graben 60529 Frankfurt,50.0853682,8.5822013,highway,way,Am Graben,1,Am Graben_60529.jpeg
1667,Mark-Aurel-Straße,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Mark-Aurel-Straße 60439 Frankfurt,50.1581367,8.6440203,highway,way,Mark-Aurel-Strasse,1,Mark-Aurel-Strasse_60439.jpeg
3489,An der Rotterdamer Werft,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,An der Rotterdamer Werft 60327 Frankfurt,50.09932405,8.658955988775592,highway,way,An der Rotterdamer Werft,1,An der Rotterdamer Werft_60327.jpeg
34,Alpenroder Straße,6,Sossenheim,631,6.53,6C,Höchst,17.0,65936,Alpenroder Straße 65936 Frankfurt,50.1225508,8.5619394,highway,way,Alpenroder Strasse,1,Alpenroder Strasse_65936.jpeg
685,Eckenheimer Schulstraße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Eckenheimer Schulstraße 60435 Frankfurt,50.1506283,8.6819818,highway,way,Eckenheimer Schulstrasse,1,Eckenheimer Schulstrasse_60435.jpeg
1570,Lerchesbergring,5,Sachsenhausen-S.,323,5.3,5A,Sachsenhausen,8.0,60598,Lerchesbergring 60598 Frankfurt,50.0826992,8.6783187,amenity,node,Lerchesbergring,1,Lerchesbergring_60598.jpeg
2261,Speckgasse,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Speckgasse 60599 Frankfurt,50.0999875,8.7191224,highway,way,Speckgasse,1,Speckgasse_60599.jpeg
1612,Lorsbacher Straße,1,Gallus,165,1.08,1,Gallus,4.0,60326,Lorsbacher Straße 60326 Frankfurt,50.1032455,8.6272937,highway,way,Lorsbacher Strasse,1,Lorsbacher Strasse_60326.jpeg
3652,Osthafenbrücke,5,Sachsenhausen-N.,331,5.31,5A,Sachsenhausen,5.0,60599,Osthafenbrücke 60599 Frankfurt,50.10638195,8.711271931023049,man_made,way,Osthafenbruecke,1,Osthafenbruecke_60599.jpeg
1298,In der Krümm,6,Nied,561,6.42,6A,Höchst,17.0,65934,In der Krümm 65934 Frankfurt,50.1015204,8.562694,highway,way,In der Kruemm,1,In der Kruemm_65934.jpeg
1328,Johann-Klotz-Straße,5,Niederrad,372,5.36,5B,Sachsenhausen,10.0,60528,Johann-Klotz-Straße 60528 Frankfurt,50.0791191,8.6520254,highway,way,Johann-Klotz-Strasse,1,Johann-Klotz-Strasse_60528.jpeg
603,Cohausenstraße,8,Heddernheim,431,8.61,8,Nord,14.0,60439,Cohausenstraße 60439 Frankfurt,50.1612431,8.6388358,highway,way,Cohausenstrasse,1,Cohausenstrasse_60439.jpeg
3424,Westhafenplatz,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Westhafenplatz 60327 Frankfurt,50.1011059,8.664169,highway,way,Westhafenplatz,1,Westhafenplatz_60327.jpeg
145,Am Lindenbaum,9,Eschersheim,452,9.66,9,Dornbusch,12.0,60433,Am Lindenbaum 60433 Frankfurt,50.1552184,8.665749,highway,way,Am Lindenbaum,1,Am Lindenbaum_60433.jpeg
1340,Junghofstraße,1,Innenstadt,40,1.03,1,Ost,1.0,60315,Junghofstraße 60315 Frankfurt,50.113395,8.6717996,highway,way,Junghofstrasse,1,Junghofstrasse_60315.jpeg
1638,Luzernenweg,10,Frankfurter Berg,492,10.71,10,Nord,14.0,60433,Luzernenweg 60433 Frankfurt,50.1675509,8.6757817,highway,way,Luzernenweg,1,Luzernenweg_60433.jpeg
1263,Im Heimgarten,11,Seckbach,390,11.75,11,Ost,6.0,60389,Im Heimgarten 60389 Frankfurt,50.1397877,8.7144659,highway,way,Im Heimgarten,1,Im Heimgarten_60389.jpeg
1163,Hessenplatz,2,Bockenheim,361,2.12,2,Bockenheim,13.0,60487,Hessenplatz 60487 Frankfurt,50.1247353,8.6424916,highway,way,Hessenplatz,1,Hessenplatz_60487.jpeg
448,Bleiweißstraße,5,Oberrad,380,5.28,5A,Sachsenhausen,8.0,60599,Bleiweißstraße 60599 Frankfurt,50.0983863,8.7202665,highway,way,Bleiweissstrasse,1,Bleiweissstrasse_60599.jpeg
2505,Wiesbadener Straße,6,Zeilsheim,611,6.49,6B,Höchst,17.0,65931,Wiesbadener Straße 65931 Frankfurt,50.1277824,8.565491,highway,way,Wiesbadener Strasse,1,Wiesbadener Strasse_65931.jpeg
773,Fahrgasse,1,Altstadt,10,1.01,1,Ost,1.0,60311,Fahrgasse 60311 Frankfurt,50.112187,8.6859152,highway,way,Fahrgasse,1,Fahrgasse_60311.jpeg
1805,Niederbornstraße,10,Eckenheim,461,10.72,10,Dornbusch,12.0,60435,Niederbornstraße 60435 Frankfurt,50.1516844,8.6808735,highway,way,Niederbornstrasse,1,Niederbornstrasse_60435.jpeg
473,Bonameser Straße,9,Eschersheim,451,9.65,9,Dornbusch,12.0,60433,Bonameser Straße 60433 Frankfurt,50.1749925,8.6698605,highway,way,Bonameser Strasse,1,Bonameser Strasse_60433.jpeg
2889,Im Winkel,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Im Winkel 60388 Frankfurt,50.1437309,8.7540412,highway,way,Im Winkel,1,Im Winkel_60388.jpeg
2853,An der Oberpforte,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,An der Oberpforte 60388 Frankfurt,50.1552758,8.7577023,highway,way,An der Oberpforte,1,An der Oberpforte_60388.jpeg
2876,Haingasse,16,Bergen-Enkheim,680,16.83,16,Ost,18.0,60388,Haingasse 60388 Frankfurt,50.157275,8.7564463,highway,way,Haingasse,1,Haingasse_60388.jpeg
3149,Leonhardskirchhof,1,Altstadt,10,1.01,1,Ost,1.0,60311,Leonhardskirchhof 60311 Frankfurt,50.10909085,8.680111742304842,highway,way,Leonhardskirchhof,1,Leonhardskirchhof_60311.jpeg
2417,Vogtstraße,3,Nordend-West,203,3.16,3,Dornbusch,3.0,60322,Vogtstraße 60322 Frankfurt,50.1261175,8.6754829,highway,way,Vogtstrasse,1,Vogtstrasse_60322.jpeg
980,Greifstraße,2,Bockenheim,350,2.13,2,Bockenheim,13.0,60486,Greifstraße 60486 Frankfurt,50.1222331,8.6444915,highway,way,Greifstrasse,1,Greifstrasse_60486.jpeg
2164,Schönstraße,1,Gutleutviertel,151,1.04,1,Gallus,4.0,60327,Schönstraße 60327 Frankfurt,50.1024876,8.658598,highway,way,Schoenstrasse,1,Schoenstrasse_60327.jpeg
230,An der Dammheide,2,Bockenheim,342,2.14,2,Bockenheim,13.0,60486,An der Dammheide 60486 Frankfurt,50.1172719,8.6301659,highway,way,An der Dammheide,1,An der Dammheide_60486.jpeg
3451,Hans-Burggraf-Anlage,9,Dornbusch,442,9.68,9,Dornbusch,12.0,60431,Hans-Burggraf-Anlage 60431 Frankfurt,50.1449672,8.66484096670451,landuse,way,Hans-Burggraf-Anlage,1,Hans-Burggraf-Anlage_60431.jpeg
2151,Schmittener Straße,7,Rödelheim,401,7.55,7,Bockenheim,11.0,60489,Schmittener Straße 60489 Frankfurt,50.1315385,8.6146758,highway,way,Schmittener Strasse,1,Schmittener Strasse_60489.jpeg
